Crop,Soil_N,Soil_P,Soil_K,Soil_pH,Rainfall,Temperature,soil_moisture,Yield_tph,X1003,X1013,X1023,X1033,X1044,X1054,X1064,X1074,X1084,X1094,X1175,X1185,X1195,X1205,X1215,X1225,X1235,X1245,X1255,X1266,X1276,X1286,X1296,X1306,X1316,X1518,X1528,X1538,X1548,X1558,X1568,X1578,X1588,X1599,X1609,X1619,X1629,X1639,X1649,X1659,X1669,X1679,X1689,X1699,X1710,X1720,X1730,X1740,X1750,X1760,X2063,X2073,X2083,X2093,X2103,X2113,X2123,X2133,X2143,X2153,X2163,X2174,X2184,X2194,X2204,X2214,X2224,X2234,X2244,X2254,X2264,X2274,X2285,X2295,X2305,X2315,X2325,X2335,X2345,X437,X447,X457,X468,X478,X488,X498,X508,X518,X529,X539,X549,X559,X569,X579,X590,X600,X610,X620,X630,X641,X651,X661,X671,X681,X691,X702,X712,X722,X732,X742,X752,X763,X773,X783,X793,X803,X813,X824,X834,X844,X854,X864,X875,X885,X895,X905,X912,X915,X923,X983,X993
cotton,48.45107444113692,86.17753979697818,208.06873883787927,5.8628108846257945,168.78256168869916,29.502817808505892,43.23442100780454,1.0,32.92482635,33.93981246,34.3930263,34.80939834,35.17279656,36.28717709,36.4980186,36.73163667,35.71891615,34.62158697,34.64149416,35.27000003,35.82746082,36.10432065,36.70220391,37.6584478,37.5808364,37.02073072,35.13687753,34.33778028,34.78500883,36.50005458,35.96336035,34.03923123,30.63115289,31.45393434,32.65434891,33.50294522,34.68963108,34.38098071,33.87923434,33.38395059,33.60819442,34.10469089,34.95751709,36.31312959,36.63907236,36.13736547,35.71972475,36.14568074,36.40932283,36.37928744,36.04853321,36.00129789,35.75361284,35.17966287,34.52686433,33.71974207,33.27685742,31.9536139,25.98766875,29.33586882,31.79381106,34.37927288,35.21524896,35.89599409,36.0834388,35.78656903,34.90473351,33.46517012,32.87727176,33.08008053,32.82159728,31.21443482,30.34135557,30.24127952,30.75433044,30.33039143,29.92512339,29.19587737,28.57396979,27.61095307,26.69136817,26.75702121,26.83023228,27.37311542,26.30609539,23.96211923,22.59275389,22.44586677,20.81084436,20.06547865,20.72305564,20.93374129,21.26383804,21.52798344,21.97025259,22.51485283,22.8871329,23.83752567,24.90731333,25.57543606,25.67563654,26.37262148,26.88805534,27.81960874,27.71989937,27.99017399,28.04102001,28.6151419,28.53075909,28.94237333,29.04407574,29.93544888,30.24164756,30.71594626,30.28148628,31.29675106,32.42400039,34.17358279,35.01786311,34.56627192,35.06482991,35.20958358,36.24668814,36.02435361,34.98157355,34.48712633,34.90050701,36.39578471,37.74684273,38.54671266,38.77359036,38.81071636,36.59484861,36.51349488,34.98335069,35.4624207,34.31201381,30.73371831,32.02245202
cotton,59.48515569693554,107.38462479677068,261.61807802995617,5.896764164146512,171.33326882493014,30.137650165516497,58.66749214872164,4.002646426882676,36.69459365,37.5630905,38.40969563,39.52890597,40.23499439,41.21217039,41.15461508,41.56214649,40.41269694,38.89464476,35.44403943,35.34546569,35.95662798,36.98154081,38.06031299,38.89986551,38.58412767,38.101666,36.36522638,35.25480586,35.59183941,37.17198623,36.38613874,34.24764123,30.8710159,23.91879466,25.45362498,26.41877426,26.87383528,26.59920936,26.33472238,26.57791414,27.26692362,27.76660761,28.82875065,30.1106662,30.74539166,30.93572211,30.758427,30.97421717,30.69349118,30.50820566,30.13368181,29.8220919,29.28371643,28.72236475,27.97389116,27.09446941,26.09192305,24.72623908,17.01374401,19.40124454,20.62440909,21.97269384,23.26465124,23.63030699,23.66475209,22.94409065,22.70937902,21.77911855,21.26216036,21.99604761,22.2239527,22.01585383,21.02717568,21.31918958,22.19275488,21.82229781,20.64375673,19.22968943,18.91058142,18.7164825,18.05383556,18.14633943,18.14328839,18.60628573,17.78695995,16.50077587,15.1163007,20.61943002,18.83883552,17.94492261,18.05290218,18.03947205,18.08048275,17.98634451,18.01459013,18.39317477,18.86900895,19.81244009,20.70158026,21.10303231,20.7819857,20.74049577,20.45606452,20.7263066,20.32075204,20.27437286,20.02302298,20.20288188,19.98705982,20.07886393,19.94780015,20.2763572,20.71636386,22.6853637,25.25194296,30.22560406,34.66066501,38.67560165,40.47617143,40.94706498,41.99065442,42.36381346,43.07794657,42.23531949,41.02006368,40.47054025,41.35392519,43.17668885,44.50084535,45.60909862,45.58450018,45.31789611,42.34700113,41.49915589,40.21901324,39.47421156,38.06607971,33.74239581,35.53251348
cotton,60.96244573842244,113.87017049095672,280.2211893223092,5.828108374805553,155.9833448183672,27.0058797742714,52.69633822196626,4.185917878835542,30.85887952,31.43132746,32.56905068,33.60021825,34.40334263,34.7013534,34.681186,35.00597822,34.38643425,32.92163847,28.99015433,28.99531931,29.61197492,30.14027673,31.19252371,32.00814701,31.65952389,31.25522173,29.94970252,29.31796587,29.59303173,30.77751215,29.96754478,28.20308025,25.15688032,17.80989446,18.69259444,19.48624631,20.31934819,20.59881001,20.67630595,20.91032116,21.17881341,21.65192947,22.30827233,23.14091125,23.60402815,23.73594359,23.78475846,23.96343379,24.04644968,24.0896927,23.90592744,23.64559182,23.07667101,22.60808838,21.72381071,21.10409434,20.37159051,19.59965936,11.68243124,13.33510781,14.26389824,15.12606928,15.90724501,16.22558523,16.1926664,16.33118875,16.21012855,16.03585675,15.74362447,16.41874243,16.58365975,16.01830521,15.15588242,15.24037629,15.79823991,15.73365646,14.99976055,14.52605143,14.37912617,14.08797517,13.61390875,13.38926334,13.21046482,13.21474929,12.65304482,12.30063467,12.37221115,20.61398862,18.84397078,17.90995881,18.21998228,18.24096144,18.28234874,18.10306523,18.17364024,18.57739174,18.98717929,19.80818501,20.56381499,20.79694007,20.41550886,20.31240624,20.08037282,20.25380151,19.76410089,19.57423757,19.25657842,19.36599379,19.10638737,19.22434212,19.07730882,19.3648813,19.75667361,21.38905877,23.43858571,27.41264212,30.98121728,34.18574641,35.41777195,35.60675152,36.4047067,36.86508672,37.44104194,36.77497166,35.83343296,35.39879692,36.02936532,37.34900813,38.4131206,39.30792462,39.20772139,38.82831751,36.08706928,36.48535608,35.31118229,35.79689392,33.77596623,28.96794428,30.28172602
cotton,48.56892769247092,84.59186581382208,203.14998883007357,5.774985260496305,160.3556695792074,29.46364048134257,45.899982208801546,1.0,30.43332197,31.00554416,31.50473323,32.00326106,32.81076455,33.63608752,33.88829969,34.16724521,33.10476716,31.93198015,31.82470272,32.15771396,33.00828429,33.44624219,34.05003369,34.64514879,34.50936244,34.02361281,32.40241699,31.42778761,31.78159669,33.46654765,33.14358521,31.52452214,28.53257687,28.69284222,29.68739865,30.37936638,30.96582295,30.56334332,30.20495677,30.20476988,30.61501207,30.93170766,31.60288819,32.53795833,33.00198324,33.07893731,33.08562028,33.33569987,32.9698013,32.68355011,32.38561955,32.33477811,31.91003783,31.36125571,30.68392316,30.12533196,29.56940444,28.50803839,22.39757167,24.34157931,26.47768893,28.05090309,28.75595987,29.12944681,29.91937814,30.44470388,30.04131446,28.5072748,27.53541612,27.69113604,27.65529579,26.85168938,25.95406216,26.07539634,26.69240793,26.35711688,25.43541342,24.34355591,23.98077831,23.68956544,23.16245813,22.79780826,22.21603346,22.28446661,21.61380624,20.80484376,20.1230556,22.13565336,20.62364457,19.91222767,20.46623606,20.6825839,20.91913053,20.96767975,21.12572824,21.53901602,21.90514707,22.89893943,23.8412282,24.43720094,24.47430833,25.08581403,25.43190279,26.26626997,26.14894625,26.38520435,26.29523891,26.68768268,26.57378034,27.02083578,27.13600326,27.87468613,28.20291493,28.60538748,28.30981375,29.26169709,30.35984908,31.88357039,32.41737677,32.14557323,32.72886329,32.98986918,33.71265644,33.22242546,32.31726335,31.994493,32.568171,34.07110403,35.25496694,36.15727625,36.06838588,35.86077122,33.66711762,33.77895576,32.56658118,32.9103322,32.11738701,28.45588195,29.82502127
cotton,80.18419978524356,200.0,400.0,6.211344462573452,188.7521454195013,28.692110564386443,57.38704137673529,8.79223167564503,37.44406786,38.87041085,40.00758653,41.13902431,42.46292275,43.74886779,44.19053477,43.93196124,42.71493765,41.09801218,31.02531958,31.08348298,31.48553142,32.14452117,33.23905261,34.5222753,34.52936413,33.91841841,32.19768539,31.33163969,31.66073365,33.061365,31.96358357,29.5063071,25.63221673,8.816214369,9.92872841,11.24762601,12.293208,12.60035156,12.50379817,12.7750418,13.3585466,14.10909639,14.86871039,15.64934593,16.34637479,16.86621969,16.93699884,17.04893152,16.98573556,16.94368219,16.73903901,16.40006301,16.0261546,15.43453308,14.94897423,14.37868759,13.76252966,12.65192936,3.795837417,4.302416358,4.494089268,4.91018227,5.88393784,6.53236571,6.749885666,6.956462645,7.386808644,6.914763416,6.369853729,6.389378016,7.070221498,7.372244497,7.188093622,7.057209146,7.148619806,6.554489711,5.953652913,5.597106411,5.73364541,5.887674085,5.742284623,5.577923921,5.329116552,5.05849281,4.772925103,4.512850663,4.30738477,16.86272764,15.27327658,14.18523004,14.06858293,13.77439742,13.38723939,12.88202132,12.71376047,12.8012693,13.10269491,13.6883308,14.26251416,14.20054313,13.49606385,12.74714186,11.95544952,11.57822554,10.91383576,10.5331652,10.02266631,9.75766603,9.29429551,8.951686429,8.550264728,8.473246269,8.841146346,12.02031562,16.86536866,24.87679375,32.43090228,39.73536355,44.62834319,45.50946063,46.6985411,46.7076683,48.4175534,47.9338937,46.52469054,45.53285067,45.80275185,47.87256951,49.6534193,51.13062658,51.23057877,51.5192362,48.08037534,46.46863063,44.40309676,43.69349204,42.79196797,34.29673291,36.11319264
cotton,49.282851682764495,85.70178736929826,197.0506204485816,5.608245501349537,162.11055394737232,33.33418779619168,41.55447117040249,1.4529521576930249,29.6602121,30.5656278,31.07009765,31.45804891,32.40300749,33.52834915,33.91609062,33.75120089,32.69704858,31.70545681,31.97819084,32.47154985,33.42413915,34.16349832,35.10050437,35.85978591,35.71605491,35.05851741,33.00482323,32.06719928,32.42111047,34.38901659,33.99130004,32.50400508,29.57589063,30.27609956,31.45640008,32.39959332,33.10985425,32.60350939,31.48795109,31.07184693,31.46750875,32.14287645,32.8229598,33.68324381,34.45579688,34.6116023,34.639859,34.84509488,34.68184622,34.51000849,34.12448665,34.21940072,34.0414865,33.59247357,33.0859448,32.96584845,32.4612077,30.92684763,25.84920902,28.63830424,31.42726141,33.50899777,34.46641209,35.02690863,35.9651848,36.04900643,35.50302555,33.72959549,32.80167637,32.06473224,31.33923696,30.44495026,30.1305867,30.71622399,30.98776836,30.84578185,30.56314962,29.50462529,28.59569972,27.53940841,27.15713215,27.40904135,27.37873747,27.36953579,26.41355576,24.78885176,23.71986764,22.5413837,20.39919518,19.66345575,19.97345724,20.20473488,20.40467192,20.57136826,20.79162651,21.06561037,21.26366814,21.94803768,22.84599545,23.48040331,23.56302,24.1478598,24.38328129,25.1676484,25.08410652,25.38175457,25.25466132,25.73684464,25.61786841,26.1526565,26.24130626,27.21511118,27.2564363,27.59293289,27.12020625,28.17811655,29.3921382,31.28012971,32.76600056,32.0905653,32.66266367,32.34437289,33.70511042,33.46958215,32.57784755,32.16062534,32.31459802,33.84723486,35.02129511,36.04358744,36.00136974,36.30450063,34.17303613,34.04131752,32.50304668,32.67249869,31.70401675,27.62562856,28.78379375
cotton,53.880610772638434,91.42208647744992,211.1446695335592,5.448829693542423,174.49670604268354,27.709703902446535,43.206354504573824,3.471282088513747,30.21674317,31.27520432,32.09441256,32.40736346,32.66382955,32.9353776,33.18959113,33.57925392,32.79399147,31.5062325,30.58272789,31.21251895,32.04184794,32.72630356,33.57766809,34.32413469,33.89805032,33.20599944,31.59447206,30.76384538,31.30207798,32.89889804,32.45860084,30.69470859,27.94534631,26.73911215,27.98470499,28.5571484,29.16223027,29.15189066,28.71809443,28.50611049,28.7037822,29.24023258,30.05207297,30.81611878,30.78947662,30.30880787,30.38612584,31.10596626,31.36457372,31.00190629,30.77560008,30.89609557,30.94542852,30.61478408,30.12253767,29.46882145,28.76341554,27.50206117,22.14197848,24.1060441,26.47633913,28.11025176,28.91513326,29.30872774,30.16028928,30.62631063,30.41272302,29.46733594,28.80435083,28.4946653,27.74720346,27.09309011,26.69946184,26.8891512,26.87106158,26.40565262,25.8479338,24.94495641,24.53916548,24.03944614,23.64683489,23.45162783,23.11360728,23.00275615,21.86768262,20.01194064,18.61053967,21.18541945,19.44526861,18.41985159,18.68280644,18.7422982,18.75544522,18.70185387,18.72251789,18.96727904,19.28795771,20.05015733,20.90744681,21.28226293,21.13494726,21.34177284,21.39968837,21.97117851,21.78025471,21.93629435,21.73606412,22.03365329,21.90211255,22.2704613,22.40346877,23.09111505,23.25692779,24.04947022,24.57710731,26.52918482,28.40505448,30.73890388,32.66909276,32.28175953,32.7585639,32.45885595,33.67854261,33.55277485,32.61313236,32.04242943,32.2338069,33.66362501,35.05173222,36.08421962,36.15653987,36.43720676,34.2064038,34.95558939,33.8222294,34.78645369,33.29817067,27.37926268,28.91704329
cotton,52.98201579292129,98.52746520263324,151.63228254373985,5.647963736674092,133.3979059623457,31.112066728213755,42.48939094049933,2.980469807629382,31.6503587,32.66739094,34.22942582,35.78674143,36.61661378,36.73974251,36.7035882,36.77669129,34.50720307,30.51209742,30.52764111,31.91877703,33.43655807,35.42228634,37.90178728,40.52168352,41.39565466,41.59370013,39.94955542,39.40812598,39.31513987,39.7419441,36.78572534,32.6463138,26.77399338,30.48624365,33.64824089,36.26273232,38.15106986,38.1135975,37.68115743,38.08021275,38.8289811,39.90211647,40.80011341,42.53542599,43.17856394,43.89782993,43.93205673,44.69393532,44.19584781,43.77209569,42.77495417,42.30479223,41.31961636,39.76952747,37.97607464,36.34616795,33.92965815,30.19244873,22.16490785,25.0070834,27.14362366,29.07982987,30.36510115,31.70820555,32.68378919,33.42445943,33.26642368,31.92161739,31.06708789,31.09627306,30.99934128,30.44304463,30.18399893,31.40752727,32.60843972,31.6875425,29.26561936,26.85151368,26.17306539,25.91351092,25.35475981,24.63490601,23.148854,21.94795472,19.62924274,17.81228477,16.83221247,20.82876435,18.95227225,17.94117936,17.94465134,18.01916905,18.12901912,18.17159299,18.21248233,18.38444853,18.61430879,19.17290632,19.74496493,19.81596896,19.55669639,19.45386582,19.28682231,19.54246337,19.52879287,19.81327148,19.93432105,20.11843105,20.14629787,20.51535671,20.96947148,21.54626691,21.93626078,21.91847907,21.19920609,22.1443354,24.12969862,26.46269727,27.87674171,28.36478324,29.42193454,29.31202958,29.32731346,27.85993003,26.78297353,26.67163912,28.8248614,31.32142537,33.31063276,34.50651307,34.69011537,33.13543591,29.51511375,26.90425973,25.8964295,24.90711202,25.10173497,28.30175679,30.77767457
cotton,54.04944591087928,94.90303103381804,151.07589243851055,5.734407378596325,122.56240963543024,29.608189778387725,43.73273590329797,2.2123870129248138,34.55001768,35.73013098,37.02530543,38.08249008,38.88335243,39.52680806,39.57191149,39.53592404,37.26317065,33.48054579,33.06128445,34.67476737,36.39441119,38.32902484,40.84892073,43.51356603,44.55271921,44.65957899,42.5994133,42.07365853,42.50217305,43.51839081,40.513931,35.80998258,29.59881334,36.46891782,39.96566998,42.23237229,44.03316432,44.01628761,43.55335029,43.41877251,44.16500135,45.55868405,46.90847399,48.57970353,48.91949531,49.12112825,48.93997681,49.41481926,49.38033041,48.91673152,47.78455218,46.75052879,45.30115925,44.1004487,42.20979093,40.8468598,38.78980603,35.11102455,26.87277575,29.91421658,32.75441535,34.54036793,35.15678839,35.58074451,36.83201765,37.83038521,37.87694806,36.71775537,35.98572725,36.19781743,36.09519245,35.51496025,35.36958098,36.51402429,37.23106991,36.23152862,33.65933272,31.20187382,29.87391027,28.92020169,27.7159935,26.97614495,25.78890981,25.74912325,24.04518727,22.27983973,20.38004016,22.48733296,20.79218475,19.87155982,19.96074508,20.16864212,20.36977956,20.39638358,20.47013725,20.66595768,20.79495116,21.23799557,21.73785496,21.83970625,21.62952004,21.6485205,21.56294357,21.96583931,21.9245093,22.28928165,22.46043222,22.79684566,22.86576104,23.39079496,23.93500856,24.62221664,24.84184179,24.55096895,23.4030026,24.02822692,25.94403228,28.42324928,29.93585541,30.36497322,31.41199332,31.3008894,31.32796673,29.77108512,28.38875482,28.23108869,30.35957201,33.18476106,35.32294711,36.67398532,36.91817863,35.63016587,31.81664824,31.04518026,28.30496822,28.72264864,25.56647654,29.6584064,32.88642376
soybean,58.27459677314916,122.36048799059868,162.55914811947767,5.848471977948655,147.62209259839773,32.1962519014936,42.07487572883535,4.350480703635482,36.21760945,37.2633292,38.15672932,39.29803366,40.36497056,41.63851173,42.02761768,41.83080911,39.19076823,34.83131894,33.90192023,35.1548969,37.01732895,38.47462537,41.05426849,43.57209027,45.13782675,44.96935548,43.07964197,42.35899105,42.79450342,43.96294402,41.07237335,36.28346114,29.47436866,31.56825891,34.85914194,37.30593346,39.25286177,39.49753819,39.42727033,39.26079229,40.23612394,41.27447686,42.72658627,44.24141785,44.74366778,44.99593171,44.68228813,45.02993815,44.99168577,44.25736912,43.08103662,42.12289918,41.11779749,40.02703742,38.28536848,36.7245337,34.56567291,31.02812663,23.65827231,26.25449133,28.7885696,30.07182833,30.81438514,30.7901335,31.45201417,32.47584483,32.82072085,31.66716683,30.31000262,30.45322766,30.85284967,30.87510328,30.59096524,31.76809357,32.30399051,31.8372703,29.77624156,27.6880987,26.48755977,25.3320323,24.09828309,23.65096301,23.30421903,22.8622342,20.71102972,18.93823953,18.28327063,20.46259238,18.57925309,17.55929844,17.52127596,17.48180523,17.53828366,17.41268693,17.54105093,17.83098562,18.12535573,18.70768148,19.22524299,19.2302876,18.73844736,18.42766783,18.17243251,18.32805374,18.1372748,18.18320943,18.15245199,18.14990825,17.98185868,18.12233446,18.39288923,18.81026417,19.36166588,20.47627626,21.24733963,24.06882987,27.34291112,30.87048025,32.88393209,33.64299784,34.7258964,34.70826638,34.64234233,33.0581961,31.65142989,31.40793515,33.69996421,36.51576776,38.79082727,40.12311151,40.49995937,39.02381821,35.09202782,32.98692574,30.82374429,30.47380526,27.73344939,30.64108291,34.21845956
soybean,51.12991078723143,200.0,148.6703823166789,5.786458704287695,127.16856690556212,33.250144840047994,49.84450840307255,2.866605417470752,27.53151882,28.68811211,30.0255951,31.02144896,31.65132069,31.91557088,31.87671737,31.69895243,30.01823906,26.71035685,27.06565925,28.26663629,29.90507436,31.41081546,33.40807849,35.52382327,36.73264306,36.47412378,34.79767691,33.9050267,34.42805412,35.31190754,32.99917562,29.14191538,23.77061265,25.57263702,27.96037345,29.40681502,31.02873938,31.26798967,31.55387922,31.64834873,32.40633231,33.51692787,34.52516496,35.65459367,35.77879792,36.04828948,35.87274685,36.1779498,36.05352155,35.732803,35.18250031,34.60938825,33.80130298,32.68678192,31.00310383,29.68333772,27.70880141,24.79647166,16.53026323,18.76867128,20.64404086,21.74502698,22.33834483,23.14974063,23.92457878,24.73467478,24.62490003,23.82768538,23.2362432,23.72565086,24.16614804,24.3698987,24.32823289,25.21867448,25.87560146,25.02350727,23.15457629,21.53591096,20.99024877,20.29610712,19.1879452,18.8095965,18.1816495,17.85084182,16.26124275,14.57687237,13.47117533,19.67861088,17.52560547,16.54174633,16.53152721,16.48515186,16.45034545,16.15047319,16.0218404,15.91508772,15.80710251,16.03560942,16.28890359,16.24674957,15.86765501,15.71857786,15.49118867,15.65663349,15.51794019,15.61582853,15.57641932,15.68270526,15.69660535,15.98685211,16.20290323,16.56098238,16.88905162,16.92409896,16.38851566,17.01830052,18.45907006,20.16540051,21.31891482,21.79165029,22.67968664,22.58815572,22.69896737,21.75099132,21.04591821,21.09052664,22.88772547,24.95102432,26.553713,27.58097183,27.88235337,26.83603295,24.0423421,23.01055353,22.2177055,22.04183903,20.79701358,23.54355749,26.03879688
soybean,57.661995114295294,131.8042735705629,161.15639978112767,5.842064933464049,108.2009828595196,32.872034873137004,42.96579452574153,2.645596391649009,28.72756602,29.95889859,31.24959508,32.32501329,33.06025463,33.41304382,33.64311854,33.83802383,32.29220607,28.74381645,28.24280608,29.48652783,31.18100155,33.11265208,35.28028192,37.36694281,37.99010881,37.51584248,35.67228827,35.12441159,35.67966091,36.65954303,34.24426255,30.20693826,24.54963545,26.63618226,29.44093572,31.31882711,33.05108795,33.44943956,33.40028967,33.32806119,33.71466716,34.63348267,35.7506693,37.04922082,37.62394202,37.91441999,37.49177528,37.46107466,36.93389502,36.83239636,36.29734312,35.69078642,34.75783953,33.6167329,32.11958087,30.62296359,28.61775039,25.61043111,16.93630052,19.16476711,21.05006053,22.5986293,23.97182785,24.94471994,25.79428385,26.45376972,26.56492646,25.78555454,25.08730719,25.41623296,25.25223001,24.64956649,24.41881941,25.91245866,27.08093304,26.16311211,23.83613491,22.0444111,21.87939985,21.34348647,20.02328454,19.54386263,19.0030164,18.87605661,16.90441204,15.19075972,14.3122405,20.10322279,17.98705814,16.98283544,16.85234757,16.78914173,16.69453749,16.52617913,16.39335689,16.39864477,16.447227,16.78803131,17.18067873,17.14097994,16.81785746,16.76047607,16.65439896,16.87700606,16.66867346,16.77671759,16.81368029,17.04119281,17.07965094,17.3730328,17.66281222,18.06319926,18.35092146,18.33314812,17.71715214,18.41885945,19.89449986,21.69194652,22.89604609,23.41192889,24.33280175,24.22748598,24.27258777,23.20715241,22.41748656,22.51825451,24.36793407,26.58448429,28.36365608,29.59750626,29.96237927,28.7153234,25.63672559,24.46364946,23.36877481,23.01552593,21.6797503,24.54815105,27.09808522
cotton,58.74660044973722,95.02582166045704,149.15722675393997,5.759791302141561,127.44376739369496,31.443519645018878,48.02412897712389,2.715893432160468,34.67612131,36.0169504,37.24635821,38.20583186,38.97047477,39.60607159,40.14442186,39.95269811,37.92365455,33.61580655,33.68980789,34.94510576,37.04394808,38.69263357,41.25056837,43.4100892,44.87941934,44.84655601,43.04403338,42.10714767,42.35511723,43.51497051,41.09874479,36.7835011,30.30010107,35.83435375,39.29094471,41.64859574,43.80605051,44.02949346,43.75942614,43.68876324,44.12955596,45.02216519,46.2916014,48.34856533,48.96937647,49.04885193,48.53594355,48.91797142,48.8790222,48.6485914,47.73071964,46.94858494,45.40342497,44.11432406,42.12112693,40.7729647,38.33680696,34.61864193,25.85100339,29.54547865,32.70767717,34.6335477,35.95143336,36.87883082,38.20051112,38.65824147,37.92315328,36.33913969,35.69420205,36.56392761,36.37294604,35.23094909,34.44434348,35.25954492,36.21843448,35.74721971,33.83454116,31.82860323,30.41006909,29.77063847,28.91889199,28.48504179,26.99263291,26.01805577,23.87756681,22.13209477,20.81617487,21.38451548,19.72908915,18.79770971,18.85982243,18.91055473,19.01535846,19.08039568,19.1781088,19.34780284,19.45949483,19.8872969,20.34323269,20.43903933,20.17993814,20.27892631,20.15540273,20.64240056,20.65065495,21.07902605,21.26068351,21.61336659,21.72862962,22.36637842,22.88395598,23.53897385,23.77939929,23.50425655,22.3994538,22.8714101,24.54775701,26.86081555,28.3382365,28.95250693,30.03908208,30.01168855,30.04694732,28.65289945,27.60395171,27.5140694,29.63413459,32.28590876,34.53049506,36.01173531,36.32240314,35.31284093,31.61442722,30.4512885,28.14847026,27.92141155,26.66385148,29.81983314,32.97662377
cotton,59.79603586168549,99.69449679375798,136.34251955895937,5.924056741981608,110.16532332758057,33.39789192414494,43.85593516731121,2.7431824995325504,36.85405866,37.76973905,38.61843882,39.87999926,40.82695836,42.01978395,42.86451226,43.12993038,40.81952905,36.00802281,36.05314735,37.71139428,39.70318069,41.6139991,44.15093827,46.82919599,48.18583625,47.94854518,45.76675464,44.56760558,45.00255718,46.19071857,43.46732147,38.51445182,31.47998825,41.73595358,45.46367373,47.94315503,49.72543894,49.22706175,48.5286194,47.92748842,48.76590595,49.80739769,51.05586368,52.41102166,52.6531576,52.59658128,52.34500481,53.01174941,52.53032355,51.69280106,50.27584509,49.73562227,49.02098513,48.02854567,46.42340086,44.53598444,41.89767919,37.88052812,34.89426996,39.59509636,43.68581403,46.90284993,47.86482902,47.83933848,48.40830968,49.02601742,48.26031793,45.70389103,43.81509691,43.75741059,42.98482178,41.50725876,40.91198421,42.35964952,43.75494229,43.68331631,42.12365684,40.64254715,39.82198448,38.7340294,37.05496838,36.65324605,36.08860242,36.01623492,33.32934165,29.47761267,26.4166721,21.73004002,20.183545,19.19007504,19.44793312,19.51483154,19.647545,19.57769704,19.62048453,19.75852502,19.863777,20.30912451,20.80716953,20.8989298,20.59160683,20.6442545,20.52218165,20.99627856,20.8859662,21.21500474,21.32844339,21.60344508,21.61703508,22.08834475,22.66726372,23.34626658,23.52646007,23.24154531,22.24257167,22.88159998,24.59695606,26.96266172,28.43086003,29.05554267,30.00292046,30.07790577,30.20812054,29.04299398,28.0358043,28.01534086,30.2540991,33.08530829,35.41854406,36.92876794,37.22178511,36.1143977,32.62850609,31.85744448,29.91519136,30.0064252,28.51393391,31.55279766,35.27293524
winter_wheat,57.51579906682347,200.0,197.9300453731424,5.781685725862805,133.9718860048947,29.097914820816925,34.8856030895926,4.0882228017851805,26.60999081,27.90336625,29.02216364,29.843485,30.66462594,31.37016693,31.42286706,31.18063138,29.21977521,25.93639846,22.86908072,23.96562554,24.91560017,26.23269086,28.08995529,30.13711181,31.02562386,31.14212199,29.99233033,29.47340777,29.48101496,29.95038848,27.72535822,24.18907239,19.36991379,16.67155329,18.52772411,20.02274633,21.37996012,21.83710674,21.80966833,21.56382156,22.17498273,23.25650596,24.52698353,25.37402213,25.46737002,25.38514855,25.29065544,25.62177394,25.55418555,25.18400847,24.40937888,23.7308218,22.98880408,22.34591889,21.41224767,20.58281348,19.18273317,17.14185458,9.944642859,12.03894097,13.35530769,14.12706393,14.36906821,14.32519752,14.76038181,15.33933196,15.77543529,15.39355884,14.78062945,14.6451637,14.60299411,14.26675849,14.06751539,14.77368163,15.53686898,15.15057032,13.8625694,12.68180646,12.49708801,12.25801064,11.70488838,11.36927948,10.8612099,10.99279698,10.17560359,9.067058719,7.758938545,17.93591422,16.05999733,15.17961162,15.05000941,14.88339993,14.78539975,14.55766672,14.53067306,14.63729748,14.89219831,15.28551956,15.65666433,15.62104618,15.28039157,15.03222004,14.64782772,14.74978324,14.5268065,14.58773819,14.44467074,14.34403778,14.1180868,13.9896169,13.91568226,14.18536904,14.93491275,16.27256272,16.98552135,18.69843667,20.61339466,22.90461806,24.24440099,24.71087045,25.55039717,25.64877928,25.7532243,24.64884975,23.53637998,23.3747698,25.01260301,27.20352737,28.84811682,30.04380362,30.26229492,28.85546954,24.92973803,23.12996102,20.91699697,21.47654117,19.26462257,22.20153572,24.80916422
